feature,count0@False,count1@False,count0@True,count1@True
bbss,7123,1,2298,0
bowl,7123,1,2298,0
boostresnet,7123,1,2298,0
booster,7123,1,2297,1
csls,7123,1,2298,0
cdprs,7123,1,2298,0
cssf,7123,1,2298,0
cstn,7123,1,2298,0
cstns,7123,1,2298,0
cdpr,7123,1,2298,0
cstnu,7123,1,2298,0
css,7123,1,2298,0
applcation,7123,1,2298,0
egfr,7123,1,2298,0
egenhofer,7123,1,2298,0
cstnus,7123,1,2298,0
egd,7123,1,2298,0
cstps,7123,1,2298,0
egan,7123,1,2298,0
egg,7123,1,2298,0
eigenmap,7123,1,2297,1
eh,7123,1,2298,0
ce80,7123,1,2298,0
ap3,7123,1,2298,0
apc,7123,1,2298,0
aphasia,7123,1,2298,0
ceased,7123,1,2298,0
csg,7123,1,2298,0
cscl,7123,1,2298,0
ei,7123,1,2298,0
aors,7123,1,2298,0
ced,7123,1,2298,0
eigenfunctions,7123,1,2297,1
csrpe,7123,1,2298,0
eigenfeatures,7123,1,2298,0
eigenbasis,7123,1,2298,0
ceaf,7123,1,2298,0
ap16,7123,1,2298,0
apa,7123,1,2298,0
cscfg,7123,1,2298,0
apartment,7123,1,2298,0
eigenanalysis,7123,1,2298,0
cebuano,7123,1,2298,0
eigendecomposition,7123,1,2294,4
aphorisms,7123,1,2298,0
appetite,7123,1,2298,0
csmn,7123,1,2298,0
elaborations,7123,1,2298,0
cellulose,7123,1,2298,0
celestijnenlaan,7123,1,2298,0
anticoagulants,7123,1,2298,0
antidotes,7123,1,2298,0
antiemulation,7123,1,2298,0
antigen,7123,1,2298,0
celestial,7123,1,2298,0
cellphone,7123,1,2298,0
antimalware,7123,1,2298,0
cemr,7123,1,2298,0
crts,7123,1,2298,0
centering,7123,1,2295,3
crp,7123,1,2298,0
crs,7123,1,2298,0
censuses,7123,1,2298,0
elearning,7123,1,2298,0
anticancer,7123,1,2298,0
cruciform,7123,1,2298,0
elaborates,7123,1,2298,0
celms,7123,1,2298,0
egypt,7123,1,2298,0
csoc,7123,1,2298,0
egress,7123,1,2298,0
egrer,7123,1,2298,0
applauding,7123,1,2298,0
append,7123,1,2298,0
egr,7123,1,2298,0
cspca,7123,1,2298,0
csm,7123,1,2298,0
egorized,7123,1,2298,0
csrk,7123,1,2298,0
egocentric,7123,1,2298,0
cdvae,7123,1,2298,0
eigentaste,7123,1,2298,0
aomdds,7123,1,2298,0
aomdd,7123,1,2298,0
cement,7123,1,2298,0
cem,7123,1,2298,0
egomotion,7123,1,2298,0
censorship,7123,1,2298,0
cease,7123,1,2298,0
apn,7123,1,2298,0
browsed,7123,1,2297,1
diasporas,7123,1,2298,0
diarisation,7123,1,2298,0
diameters,7123,1,2297,1
brownboost,7123,1,2298,0
bicycles,7123,1,2298,0
deflect,7123,1,2298,0
dialogically,7123,1,2298,0
dialectical,7123,1,2298,0
browsable,7123,1,2298,0
deformed,7123,1,2298,0
deforms,7123,1,2298,0
bidaf,7123,1,2298,0
devote,7123,1,2298,0
bigraphical,7123,1,2298,0
dhyp,7123,1,2298,0
dfasat,7123,1,2298,0
browsers,7123,1,2298,0
dichotomous,7123,1,2298,0
dial,7123,1,2298,0
bifuzzy,7123,1,2298,0
delaying,7123,1,2298,0
billboard,7123,1,2298,0
diagonality,7123,1,2298,0
big5,7123,1,2298,0
bigamy,7123,1,2298,0
bigan,7123,1,2298,0
brouwerian,7123,1,2298,0
bigl,7123,1,2297,1
broadened,7123,1,2298,0
diagonally,7123,1,2297,1
brothers,7123,1,2298,0
deg,7123,1,2298,0
diacritical,7123,1,2298,0
degeneracy,7123,1,2295,3
brooks,7123,1,2298,0
bigraph,7123,1,2298,0
bigr,7123,1,2297,1
diabeticretinopathy,7123,1,2298,0
bigo,7123,1,2297,1
apinc,7123,1,2298,0
dehazing,7123,1,2298,0
bile,7123,1,2298,0
dft,7123,1,2298,0
bijectively,7123,1,2298,0
dfo,7123,1,2297,1
broadens,7123,1,2298,0
bikers,7123,1,2298,0
dga,7123,1,2298,0
cpnets,7123,1,2298,0
audition,7123,1,2298,0
dogma,7123,1,2298,0
cskl,7123,1,2298,0
ehealth,7123,1,2298,0
apoc,7123,1,2298,0
csk,7123,1,2298,0
apo,7123,1,2298,0
apnea,7123,1,2298,0
ehrenfeucht,7123,1,2298,0
csis,7123,1,2298,0
dg,7123,1,2298,0
dgas,7123,1,2298,0
dfep,7123,1,2298,0
broker,7123,1,2298,0
dezert,7123,1,2298,0
broadening,7123,1,2298,0
dekel,7123,1,2298,0
dewey,7123,1,2298,0
bilistic,7123,1,2297,1
devoting,7123,1,2298,0
broaden,7123,1,2298,0
bility,7123,1,2298,0
biknet,7123,1,2298,0
broadcasters,7123,1,2298,0
degeneration,7123,1,2298,0
dfdqn,7123,1,2298,0
dfh,7123,1,2298,0
dhw,7123,1,2298,0
brood,7123,1,2298,0
dhcp,7123,1,2298,0
dgp,7123,1,2298,0
dges,7123,1,2298,0
dews,7123,1,2298,0
auditors,7123,1,2298,0
elapsing,7123,1,2298,0
elders,7123,1,2298,0
edns,7123,1,2298,0
curating,7123,1,2298,0
edml,7123,1,2298,0
edm,7123,1,2298,0
cbts,7123,1,2298,0
eep,7123,1,2298,0
aptness,7123,1,2298,0
aptly,7123,1,2298,0
efficientcomputation,7123,1,2298,0
appreciably,7123,1,2298,0
appreciate,7123,1,2297,1
appreciated,7123,1,2297,1
cte,7123,1,2298,0
ctions,7123,1,2298,0
cdip,7123,1,2298,0
apprehensive,7123,1,2298,0
cdcf,7123,1,2298,0
cbt,7123,1,2298,0
archi,7123,1,2298,0
archaic,7123,1,2298,0
curb,7123,1,2298,0
editorially,7123,1,2298,0
curl,7123,1,2298,0
architecturally,7123,1,2297,1
cbow2,7123,1,2298,0
edison,7123,1,2298,0
edicaux,7123,1,2298,0
edicales,7123,1,2298,0
edicale,7123,1,2298,0
cdc,7123,1,2298,0
curran,7123,1,2298,0
cure,7123,1,2298,0
edl,7123,1,2297,1
cc2,7123,1,2298,0
arbitrator,7123,1,2298,0
edr,7123,1,2298,0
arbre,7123,1,2298,0
cupboards,7123,1,2298,0
cur,7123,1,2296,2
cul,7123,1,2298,0
cbp,7123,1,2298,0
ctpm,7123,1,2298,0
approcah,7123,1,2298,0
cda,7123,1,2298,0
apropriate,7123,1,2298,0
ccl,7123,1,2298,0
cci,7123,1,2298,0
apsipa,7123,1,2298,0
apsyn,7123,1,2297,1
effecive,7123,1,2298,0
apromising,7123,1,2298,0
apt,7123,1,2298,0
cued,7123,1,2298,0
aptitude,7123,1,2298,0
ccfomi,7123,1,2298,0
efec,7123,1,2298,0
cuisine,7123,1,2298,0
ef,7123,1,2298,0
ccgbank,7123,1,2298,0
effectual,7123,1,2298,0
approxima,7123,1,2298,0
applicative,7123,1,2298,0
apportionment,7123,1,2296,2
effortful,7123,1,2298,0
efficacious,7123,1,2298,0
approachable,7123,1,2298,0
approves,7123,1,2298,0
efficitively,7123,1,2298,0
cdl,7123,1,2298,0
efs,7123,1,2298,0
efmd,7123,1,2298,0
applp,7123,1,2298,0
approacher,7123,1,2298,0
efinissons,7123,1,2298,0
cdnm,7123,1,2298,0
cdiscount,7123,1,2298,0
appointed,7123,1,2298,0
cdma,7123,1,2298,0
apposite,7123,1,2298,0
appraise,7123,1,2298,0
effortlessly,7123,1,2298,0
cdm,7123,1,2298,0
ctakes,7123,1,2298,0
ele,7123,1,2298,0
architects,7123,1,2298,0
archimedeanity,7123,1,2298,0
aom_lite,7123,1,2298,0
cedure,7123,1,2298,0
antiqua,7123,1,2298,0
eighties,7123,1,2298,0
cryptographic,7123,1,2297,1
el_,7123,1,2298,0
celery,7123,1,2298,0
celecoxib,7123,1,2298,0
ekg,7123,1,2298,0
antithesis,7123,1,2298,0
antnet,7123,1,2298,0
eiter,7123,1,2297,1
ekfs,7123,1,2297,1
antonyms,7123,1,2296,2
celeba,7123,1,2297,1
cryptanalysis,7123,1,2298,0
antonymy,7123,1,2297,1
csal,7123,1,2298,0
aol,7123,1,2298,0
csafe,7123,1,2298,0
aoi,7123,1,2298,0
cene,7123,1,2298,0
eld,7123,1,2298,0
antibodies,7123,1,2298,0
crss,7123,1,2298,0
cenario,7123,1,2298,0
censoring,7123,1,2298,0
applicant,7123,1,2297,1
antimonotone,7123,1,2298,0
ants,7123,1,2298,0
antisymmetry,7123,1,2298,0
eighteen,7123,1,2298,0
cegis,7123,1,2298,0
eigenword,7123,1,2298,0
ao,7123,1,2298,0
aode,7123,1,2298,0
crystalloid,7123,1,2298,0
ceg,7123,1,2298,0
aogtracker,7123,1,2298,0
eighth,7123,1,2298,0
architect,7123,1,2298,0
anuvrtti,7123,1,2298,0
anthropocentric,7123,1,2298,0
ccf,7123,1,2298,0
culminate,7123,1,2298,0
eelm,7123,1,2298,0
edram,7123,1,2298,0
aqp,7123,1,2298,0
aquaculture,7123,1,2298,0
aquarium,7123,1,2298,0
cccs,7123,1,2298,0
eductions,7123,1,2298,0
ccca,7123,1,2298,0
eduction,7123,1,2298,0
eefficiency,7123,1,2298,0
arbitration,7123,1,2298,0
cc2fs,7123,1,2298,0
cumulativity,7123,1,2298,0
cbss,7123,1,2298,0
cbrmeteo,7123,1,2298,0
aqm,7123,1,2298,0
aql,7123,1,2298,0
eem,7123,1,2298,0
culminated,7123,1,2298,0
efws,7123,1,2298,0
cdoi,7123,1,2298,0
arbitrariness,7123,1,2298,0
cumulation,7123,1,2298,0
edrs,7123,1,2298,0
cumulant,7123,1,2295,3
cumf_sgd,7123,1,2298,0
edsp,7123,1,2298,0
antonym,7123,1,2298,0
aramorph,7123,1,2298,0
educate,7123,1,2298,0
ccas,7123,1,2298,0
ccb,7123,1,2297,1
educated,7123,1,2298,0
educating,7123,1,2298,0
arabizi,7123,1,2298,0
arabidopsis,7123,1,2298,0
arabia,7123,1,2298,0
culty,7123,1,2298,0
biomarker,7123,1,2298,0
devanagari,7123,1,2298,0
devastated,7123,1,2298,0
bozorth3,7123,1,2298,0
boyerahmad,7123,1,2298,0
denki,7123,1,2298,0
boils,7123,1,2298,0
denis,7123,1,2298,0
bombe,7123,1,2298,0
derivational,7123,1,2297,1
bolster,7123,1,2298,0
derivability,7123,1,2298,0
deng,7123,1,2298,0
bpida,7123,1,2298,0
dereferencing,7123,1,2298,0
bpas,7123,1,2298,0
derandomized,7123,1,2298,0
derandomization,7123,1,2298,0
dera,7123,1,2298,0
der,7123,1,2297,1
depressions,7123,1,2298,0
depressive,7123,1,2298,0
bonnie,7123,1,2298,0
bones,7123,1,2297,1
bpps,7123,1,2298,0
bnhi,7123,1,2298,0
dems,7123,1,2298,0
demsar,7123,1,2298,0
descendants,7123,1,2298,0
bnor,7123,1,2298,0
bncs,7123,1,2298,0
bmuf,7123,1,2298,0
dengue,7123,1,2298,0
bpmx,7123,1,2298,0
bomkl,7123,1,2298,0
bona,7123,1,2298,0
bonafides,7123,1,2298,0
denise,7123,1,2298,0
bonded,7123,1,2298,0
bone,7123,1,2298,0
bombing,7123,1,2298,0
deprives,7123,1,2298,0
boldsymbol,7123,1,2296,2
bprop,7123,1,2298,0
boluses,7123,1,2298,0
bpcmont,7123,1,2298,0
btsvm,7123,1,2298,0
betterment,7123,1,2298,0
bettor,7123,1,2298,0
defection,7123,1,2298,0
biasness,7123,1,2298,0
bettors,7123,1,2298,0
betulinic,7123,1,2298,0
defective,7123,1,2297,1
diffsharp,7123,1,2298,0
betweenness,7123,1,2298,0
defence,7123,1,2298,0
beused,7123,1,2298,0
diffuseness,7123,1,2298,0
differencer,7123,1,2298,0
bibliographic,7123,1,2297,1
bsm,7123,1,2298,0
bicluster,7123,1,2298,0
diffusions,7123,1,2297,1
diffusive,7123,1,2298,0
bfasp,7123,1,2298,0
difficultproblem,7123,1,2298,0
biosecure,7123,1,2298,0
delineation,7123,1,2298,0
bionj,7123,1,2298,0
bsos,7123,1,2298,0
bianci,7123,1,2298,0
bianchi,7123,1,2298,0
bialkowski,7123,1,2298,0
bst,7123,1,2298,0
denied,7123,1,2298,0
bhoslib,7123,1,2298,0
bhattacharjya,7123,1,2298,0
bhattachar,7123,1,2298,0
differentstructures,7123,1,2298,0
bh,7123,1,2298,0
btec,7123,1,2298,0
bgls,7123,1,2298,0
btech,7123,1,2298,0
bfcn,7123,1,2298,0
bhattacharyya,7123,1,2298,0
diction,7123,1,2298,0
demystify,7123,1,2298,0
demotion,7123,1,2298,0
departures,7123,1,2298,0
boreholes,7123,1,2298,0
denver,7123,1,2298,0
borwein,7123,1,2297,1
densitied,7123,1,2298,0
dental,7123,1,2298,0
dent,7123,1,2298,0
bosons,7123,1,2298,0
densified,7123,1,2298,0
boulle,7123,1,2298,0
bought,7123,1,2296,2
bottoubengio,7123,1,2298,0
bottle,7123,1,2298,0
botanic,7123,1,2298,0
boththeoretical,7123,1,2298,0
denstream,7123,1,2298,0
bosses,7123,1,2298,0
bordes2013translating,7123,1,2298,0
depositing,7123,1,2298,0
booktest,7123,1,2298,0
bows,7123,1,2298,0
bowling,7123,1,2298,0
denotation,7123,1,2298,0
depiction,7123,1,2298,0
denomination,7123,1,2298,0
denominated,7123,1,2298,0
booleans,7123,1,2298,0
depot,7123,1,2298,0
boyan,7123,1,2298,0
depots,7123,1,2298,0
bookie,7123,1,2298,0
boxing,7123,1,2298,0
denoises,7123,1,2298,0
dependability,7123,1,2298,0
deposition,7123,1,2298,0
deposited,7123,1,2298,0
deposit,7123,1,2298,0
bookmarks,7123,1,2298,0
boxer,7123,1,2298,0
bookies,7123,1,2298,0
bnc,7123,1,2298,0
borth,7123,1,2298,0
borel,7123,1,2298,0
boards,7123,1,2298,0
bnwill,7123,1,2298,0
boaw,7123,1,2298,0
bod,7123,1,2298,0
boddy,7123,1,2298,0
bodily,7123,1,2298,0
dendrogram,7123,1,2298,0
boeing,7123,1,2298,0
boilerplate,7123,1,2297,1
boc,7123,1,2298,0
dendrograms,7123,1,2298,0
bnrelu,7123,1,2298,0
bnp,7123,1,2297,1
bn2o,7123,1,2298,0
bnb,7123,1,2298,0
descends,7123,1,2298,0
descending,7123,1,2297,1
dendrites,7123,1,2298,0
dence,7123,1,2298,0
derogate,7123,1,2298,0
descend,7123,1,2298,0
boutilier,7123,1,2298,0
boring,7123,1,2298,0
departed,7123,1,2298,0
born_in,7123,1,2298,0
bous,7123,1,2298,0
boundness,7123,1,2298,0
boroughs,7123,1,2298,0
bourlard,7123,1,2298,0
borrows,7123,1,2298,0
deoxyribonucleic,7123,1,2298,0
deordering,7123,1,2298,0
deontological,7123,1,2298,0
densification,7123,1,2297,1
dep,7123,1,2298,0
bonuses,7123,1,2296,2
depqbf,7123,1,2298,0
boyer,7123,1,2298,0
descendant,7123,1,2297,1
deorderings,7123,1,2298,0
brushstroke,7123,1,2298,0
biclusterings,7123,1,2298,0
brunner,7123,1,2298,0
brittleness,7123,1,2296,2
bioactive,7123,1,2298,0
biobj,7123,1,2298,0
developpment,7123,1,2298,0
delexicalized,7123,1,2298,0
biocatalyst,7123,1,2298,0
brightly,7123,1,2298,0
biodiversity,7123,1,2298,0
delexicalisation,7123,1,2298,0
biogeography,7123,1,2298,0
deletes,7123,1,2298,0
binaural,7123,1,2298,0
devoid,7123,1,2298,0
billinton,7123,1,2298,0
broadcasted,7123,1,2298,0
bim,7123,1,2298,0
devnagari,7123,1,2298,0
brightness,7123,1,2298,0
brilliantly,7123,1,2298,0
brisbane,7123,1,2298,0
deviating,7123,1,2298,0
dijkstra,7123,1,2298,0
digraphs,7123,1,2298,0
defaulter,7123,1,2298,0
digraph,7123,1,2298,0
digitize,7123,1,2298,0
benferhat,7123,1,2298,0
bubeck,7123,1,2298,0
bubblesort,7123,1,2298,0
bimodal,7123,1,2298,0
defe,7123,1,2298,0
benjamin,7123,1,2298,0
benn,7123,1,2298,0
bengal,7123,1,2298,0
dichromatic,7123,1,2298,0
brtdp,7123,1,2298,0
broyden,7123,1,2298,0
binghsu,7123,1,2298,0
britain,7123,1,2298,0
beni,7123,1,2298,0
dikw,7123,1,2298,0
binders,7123,1,2298,0
binarilizing,7123,1,2298,0
brick,7123,1,2298,0
detour,7123,1,2297,1
biographies,7123,1,2297,1
delighted,7123,1,2298,0
dev93,7123,1,2298,0
brigade,7123,1,2298,0
bioie,7123,1,2298,0
brier,7123,1,2296,2
bioinformatic,7123,1,2298,0
deliberating,7123,1,2298,0
briefs,7123,1,2298,0
delight,7123,1,2298,0
biologist,7123,1,2298,0
develoop,7123,1,2298,0
biomass,7123,1,2298,0
devastating,7123,1,2298,0
biomechanical,7123,1,2298,0
deterministicallyaccording,7123,1,2298,0
brickmover,7123,1,2298,0
delimiting,7123,1,2298,0
bricks,7123,1,2298,0
delegation,7123,1,2298,0
brnn,7123,1,2298,0
brl,7123,1,2296,2
binarynet,7123,1,2298,0
binaryzation,7123,1,2298,0
delegated,7123,1,2298,0
broadcaster,7123,1,2298,0
biographic,7123,1,2298,0
broadband,7123,1,2298,0
bright,7123,1,2298,0
delimited,7123,1,2298,0
detriments,7123,1,2298,0
biomimetic,7123,1,2298,0
detriment,7123,1,2298,0
detours,7123,1,2298,0
deux,7123,1,2298,0
bioner,7123,1,2298,0
delimiters,7123,1,2298,0
deutsche,7123,1,2298,0
dilaf,7123,1,2298,0
benthem,7123,1,2298,0
berepresented,7123,1,2298,0
die,7123,1,2297,1
didn,7123,1,2298,0
didelez,7123,1,2298,0
biclique,7123,1,2298,0
deficits,7123,1,2298,0
died,7123,1,2298,0
defeated,7123,1,2298,0
beth,7123,1,2298,0
dig,7123,1,2298,0
buckwalter,7123,1,2298,0
belpm,7123,1,2298,0
dimensionless,7123,1,2298,0
belt,7123,1,2298,0
deepnat,7123,1,2298,0
deepscns,7123,1,2298,0
deepmask,7123,1,2298,0
deepsentibank,7123,1,2298,0
bruynooghe,7123,1,2298,0
bibliometrics,7123,1,2298,0
didactic,7123,1,2298,0
diet,7123,1,2298,0
dictatorial,7123,1,2298,0
dictionarylexicon,7123,1,2298,0
dictation,7123,1,2298,0
biclusters,7123,1,2298,0
dictates,7123,1,2296,2
bicnet,7123,1,2298,0
dict,7123,1,2298,0
dicosyn,7123,1,2298,0
deepsurvey,7123,1,2298,0
bicriteria,7123,1,2298,0
defeating,7123,1,2298,0
defies,7123,1,2298,0
didacticians,7123,1,2298,0
diff,7123,1,2298,0
bsc,7123,1,2298,0
deficient,7123,1,2297,1
dieticians,7123,1,2298,0
bibliometric,7123,1,2298,0
definedness,7123,1,2298,0
bucketing,7123,1,2298,0
benedictine,7123,1,2298,0
dimen,7123,1,2297,1
deeptracking,7123,1,2298,0
buck,7123,1,2297,1
berlin,7123,1,2298,0
bernie,7123,1,2298,0
bubble,7123,1,2297,1
bernstein,7123,1,2293,5
bert2,7123,1,2298,0
bertin,7123,1,2298,0
brue,7123,1,2298,0
berge,7123,1,2298,0
bertrand,7123,1,2298,0
berwick,7123,1,2298,0
digipath,7123,1,2298,0
digging,7123,1,2298,0
digestion,7123,1,2298,0
beside,7123,1,2297,1
defeasibly,7123,1,2298,0
def,7123,1,2298,0
bttp,7123,1,2298,0
discriminants,7123,1,2298,0
dims,7123,1,2298,0
deeplift,7123,1,2297,1
diluting,7123,1,2298,0
diluted,7123,1,2298,0
deepstack,7123,1,2298,0
deeptingle,7123,1,2298,0
dimentional,7123,1,2298,0
buehrer,7123,1,2298,0
beliefwe,7123,1,2298,0
dipoles,7123,1,2298,0
belmonte,7123,1,2298,0
buffering,7123,1,2298,0
diphthongs,7123,1,2298,0
diphthongal,7123,1,2298,0
dimesion,7123,1,2298,0
dioxide,7123,1,2298,0
belled,7123,1,2298,0
diminutive,7123,1,2298,0
bellet,7123,1,2298,0
diminishes,7123,1,2297,1
diplomatic,7123,1,2298,0
ccn,7123,1,2298,0
bartlett,7123,1,2298,0
decks,7123,1,2298,0
extrapolations,7123,1,2298,0
extraposed,7123,1,2298,0
coliee,7123,1,2298,0
extrapositional,7123,1,2298,0
committees,7123,1,2298,0
4451,7123,1,2298,0
extralinguistic,7123,1,2298,0
commons,7123,1,2297,1
4692,7123,1,2298,0
extolled,7123,1,2298,0
4chan,7123,1,2298,0
4a,7123,1,2298,0
2190n,7123,1,2298,0
4900,7123,1,2298,0
490,7123,1,2298,0
commonplace,7123,1,2295,3
21st,7123,1,2298,0
236,7123,1,2298,0
446,7123,1,2298,0
extrapolated,7123,1,2298,0
coli,7123,1,2298,0
4dfluents,7123,1,2298,0
4d,7123,1,2295,3
461x,7123,1,2298,0
cohen,7123,1,2298,0
fdac,7123,1,2298,0
extractingmucs,7123,1,2298,0
coherenceneural,7123,1,2298,0
45nm,7123,1,2298,0
cogni,7123,1,2298,0
228,7123,1,2298,0
454,7123,1,2297,1
22nd,7123,1,2298,0
450,7123,1,2298,0
extrajudicial,7123,1,2298,0
fddl,7123,1,2298,0
2300,7123,1,2298,0
fda,7123,1,2297,1
4466,7123,1,2298,0
22n,7123,1,2298,0
550k,7123,1,2298,0
220k,7123,1,2298,0
cognizer,7123,1,2298,0
felber,7123,1,2298,0
63ms,7123,1,2298,0
635,7123,1,2298,0
explicated,7123,1,2298,0
62k,7123,1,2298,0
624,7123,1,2298,0
explications,7123,1,2298,0
coast,7123,1,2298,0
coatoms,7123,1,2298,0
64257,7123,1,2298,0
coaw,7123,1,2298,0
constraintbased,7123,1,2298,0
feigenbaum,7123,1,2298,0
fegpi,7123,1,2298,0
explicitation,7123,1,2298,0
explicite,7123,1,2298,0
fees,7123,1,2297,1
conformative,7123,1,2298,0
explicable,7123,1,2298,0
explicability,7123,1,2298,0
55th,7123,1,2298,0
congener,7123,1,2298,0
476,7123,1,2298,0
fe,7123,1,2298,0
4814,7123,1,2298,0
cognos,7123,1,2298,0
fdgs,7123,1,2298,0
fdg,7123,1,2298,0
extents,7123,1,2298,0
cognitives,7123,1,2298,0
cographs,7123,1,2298,0
externalist,7123,1,2298,0
externalization,7123,1,2298,0
cohabit,7123,1,2298,0
extinction,7123,1,2298,0
479,7123,1,2298,0
4834,7123,1,2298,0
553,7123,1,2298,0
55ms,7123,1,2298,0
224,7123,1,2298,0
coaxial,7123,1,2298,0
211,7123,1,2297,1
5110p,7123,1,2298,0
113,7123,1,2298,0
england,7123,1,2298,0
agentbased,7123,1,2298,0
esum,7123,1,2298,0
1976,7123,1,2298,0
et2fis,7123,1,2298,0
50m,7123,1,2298,0
confuse,7123,1,2298,0
5097,7123,1,2298,0
506,7123,1,2298,0
2175,7123,1,2298,0
cog,7123,1,2298,0
expressively,7123,1,2297,1
confused,7123,1,2298,0
500k,7123,1,2298,0
218,7123,1,2298,0
expressivities,7123,1,2298,0
fishing,7123,1,2298,0
fiss,7123,1,2298,0
agenerative,7123,1,2298,0
cos,7123,1,2298,0
agglomeration,7123,1,2298,0
chiller,7123,1,2298,0
conceptualizations,7123,1,2297,1
agglomerates,7123,1,2298,0
aggarwal,7123,1,2298,0
coska,7123,1,2298,0
110km,7123,1,2298,0
110m,7123,1,2298,0
cogent,7123,1,2298,0
engages,7123,1,2298,0
compressibility,7123,1,2298,0
engender,7123,1,2298,0
ageneric,7123,1,2298,0
1115,7123,1,2298,0
cosegmentation,7123,1,2298,0
112,7123,1,2298,0
fista,7123,1,2297,1
chinatown,7123,1,2298,0
agentspeak,7123,1,2298,0
consolidates,7123,1,2298,0
expressibly,7123,1,2298,0
feats,7123,1,2298,0
conspiracy,7123,1,2298,0
codling,7123,1,2298,0
featurized,7123,1,2297,1
exposition,7123,1,2298,0
featurization,7123,1,2298,0
cof,7123,1,2298,0
consonants,7123,1,2298,0
confronts,7123,1,2298,0
exposures,7123,1,2297,1
52ms,7123,1,2298,0
expound,7123,1,2297,1
525,7123,1,2298,0
521,7123,1,2298,0
515,7123,1,2298,0
2116,7123,1,2298,0
featuremap,7123,1,2298,0
expressesthe,7123,1,2298,0
codify,7123,1,2298,0
53x,7123,1,2298,0
exports,7123,1,2298,0
5400,7123,1,2298,0
expspace,7123,1,2298,0
consoles,7123,1,2298,0
4r,7123,1,2298,0
exr,7123,1,2298,0
4m,7123,1,2297,1
4k,7123,1,2298,0
featlets,7123,1,2298,0
extendability,7123,1,2298,0
confuses,7123,1,2298,0
4gops,7123,1,2298,0
4g,7123,1,2298,0
expressly,7123,1,2298,0
extendible,7123,1,2298,0
50wikipedia,7123,1,2298,0
2124,7123,1,2298,0
5500,7123,1,2298,0
5455,7123,1,2298,0
545,7123,1,2298,0
feather,7123,1,2298,0
agglutinated,7123,1,2298,0
explicitmulti,7123,1,2298,0
explicitness,7123,1,2298,0
3110,7123,1,2298,0
commented,7123,1,2298,0
30th,7123,1,2298,0
273,7123,1,2298,0
274,7123,1,2298,0
276,7123,1,2298,0
304,7123,1,2298,0
combats,7123,1,2298,0
combes,7123,1,2298,0
fate,7123,1,2298,0
combexp,7123,1,2297,1
300h,7123,1,2298,0
conjecturing,7123,1,2298,0
combinaision,7123,1,2298,0
falsehood,7123,1,2298,0
269,7123,1,2298,0
combinationof,7123,1,2298,0
combating,7123,1,2297,1
2685,7123,1,2298,0
connectionism,7123,1,2298,0
combatants,7123,1,2298,0
codenamed,7123,1,2298,0
constitutional,7123,1,2298,0
fee,7123,1,2298,0
federates,7123,1,2298,0
5g,7123,1,2298,0
explorative,7123,1,2297,1
5d,7123,1,2298,0
fcms,7123,1,2298,0
colorized,7123,1,2298,0
43x,7123,1,2298,0
434,7123,1,2298,0
326,7123,1,2298,0
coma,7123,1,2298,0
325,7123,1,2298,0
321,7123,1,2298,0
comanet,7123,1,2298,0
32000,7123,1,2298,0
comb,7123,1,2298,0
extraversion,7123,1,2298,0
exploiters,7123,1,2298,0
fallback,7123,1,2298,0
faintness,7123,1,2298,0
fakes,7123,1,2298,0
colorizations,7123,1,2298,0
340k,7123,1,2298,0
277,7123,1,2298,0
falsifed,7123,1,2298,0
fat,7123,1,2298,0
28664,7123,1,2298,0
2l,7123,1,2298,0
comics,7123,1,2298,0
commentaires,7123,1,2298,0
2gb,7123,1,2298,0
conjured,7123,1,2298,0
2fps,7123,1,2298,0
fann,7123,1,2298,0
fanova,7123,1,2298,0
28nm,7123,1,2298,0
fantasy,7123,1,2297,1
333,7123,1,2298,0
connectomics,7123,1,2298,0
268,7123,1,2298,0
2670,7123,1,2298,0
conrot,7123,1,2298,0
349,7123,1,2298,0
3464,7123,1,2298,0
26262,7123,1,2298,0
fairest,7123,1,2298,0
345,7123,1,2298,0
3421,7123,1,2298,0
263,7123,1,2298,0
colocalization,7123,1,2298,0
color02,7123,1,2298,0
32x,7123,1,2298,0
266,7123,1,2298,0
fairsquare,7123,1,2298,0
fairy,7123,1,2298,0
connexionnist,7123,1,2298,0
connexion,7123,1,2298,0
267,7123,1,2298,0
commercialized,7123,1,2298,0
26375,7123,1,2298,0
611,7123,1,2298,0
codeepneat,7123,1,2298,0
communicational,7123,1,2298,0
2013a,7123,1,2298,0
6d,7123,1,2298,0
6977,7123,1,2298,0
coalesce,7123,1,2298,0
679,7123,1,2298,0
6744,7123,1,2298,0
coalescing,7123,1,2298,0
explainer,7123,1,2298,0
6675,7123,1,2298,0
coarsely,7123,1,2298,0
expiring,7123,1,2298,0
6047,7123,1,2298,0
604,7123,1,2298,0
cochrane,7123,1,2298,0
203,7123,1,2298,0
595,7123,1,2298,0
204,7123,1,2298,0
coal,7123,1,2297,1
6k,7123,1,2298,0
coactive,7123,1,2296,2
coarsening,7123,1,2298,0
60gbps,7123,1,2298,0
cobweb,7123,1,2298,0
6144,7123,1,2298,0
6093x,7123,1,2298,0
65536,7123,1,2298,0
coarsen,7123,1,2298,0
cnv,7123,1,2298,0
expertises,7123,1,2298,0
5930k,7123,1,2298,0
200x,7123,1,2297,1
expertly,7123,1,2298,0
6s,7123,1,2298,0
cnvlutin,7123,1,2298,0
201,7123,1,2298,0
